"2015-01-01,""2015"",""01"",""01"",""†"",""-3.5"","""",""-9.4"","""",""-6.5"","""",""24.5"","""",""0.0"","""","""",""M"","""",""M"",""2.5"","""","""","""",""25"","""",""48"","""""
"2015-01-02,""2015"",""01"",""02"",""†"",""-4.1"","""",""-18.0"","""",""-11.1"","""",""29.1"","""",""0.0"","""","""",""M"","""",""M"",""0.9"","""","""","""",""29"","""",""48"","""""
"2015-01-03,""2015"",""01"",""03"",""†"",""-2.2"","""",""-17.2"","""",""-9.7"","""",""27.7"","""",""0.0"","""","""",""M"","""",""M"",""6.6"","""","""","""",""11"","""",""43"","""""
"2015-01-04,""2015"",""01"",""04"",""†"",""0.0"","""",""-8.9"","""",""-4.5"","""",""22.5"","""",""0.0"","""","""",""M"","""",""M"",""5.7"","""","""","""","""","""",""<31"","""""
"2015-01-05,""2015"",""01"",""05"",""†"",""-8.9"","""",""-17.7"","""",""-13.3"","""",""31.3"","""",""0.0"","""","""",""M"","""",""M"",""7.8"","""","""","""","""","""",""<31"","""""
"2015-01-06,""2015"",""01"",""06"",""†"",""-10.1"","""",""-15.9"","""",""-13.0"","""",""31.0"","""",""0.0"","""","""",""M"","""",""M"",""1.7"","""","""","""",""25"","""",""37"","""""
"2015-01-07,""2015"",""01"",""07"",""†"",""-10.3"","""",""-29.0"","""",""-19.7"","""",""37.7"","""",""0.0"","""","""",""M"","""",""M"",""0.9"","""","""","""",""36"","""",""41"","""""
"2015-01-08,""2015"",""01"",""08"",""†"",""-9.7"","""",""-21.3"","""",""-15.5"","""",""33.5"","""",""0.0"","""","""",""M"","""",""M"",""0.9"","""","""","""",""26"","""",""43"","""""
"2015-01-09,""2015"",""01"",""09"",""†"",""-8.2"","""",""-14.7"","""",""-11.5"","""",""29.5"","""",""0.0"","""","""",""M"","""",""M"",""1.5"","""","""","""",""28"","""",""59"","""""
"2015-01-10,""2015"",""01"",""10"",""†"",""-10.6"","""",""-16.3"","""",""-13.5"","""",""31.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""24"","""",""46"","""""
"2015-01-11,""2015"",""01"",""11"",""†"",""-2.9"","""",""-14.5"","""",""-8.7"","""",""26.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2015-01-12,""2015"",""01"",""12"",""†"",""-3.3"","""",""-21.6"","""",""-12.5"","""",""30.5"","""",""0.0"","""","""",""M"","""",""M"",""1.0"","""","""","""",""35"","""",""37"","""""
"2015-01-13,""2015"",""01"",""13"",""†"",""-12.6"","""",""-28.6"","""",""-20.6"","""",""38.6"","""",""0.0"","""","""",""M"","""",""M"",""0.4"","""","""","""","""","""",""<31"","""""
"2015-01-14,""2015"",""01"",""14"",""†"",""-7.9"","""",""-21.5"","""",""-14.7"","""",""32.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2015-01-15,""2015"",""01"",""15"",""†"",""-3.4"","""",""-16.9"","""",""-10.2"","""",""28.2"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""",""26"","""",""35"","""""
"2015-01-16,""2015"",""01"",""16"",""†"",""-9.9"",""E"",""-14.2"",""E"",""-12.1"",""E"",""30.1"",""E"",""0.0"",""E"","""",""M"","""",""M"",""0.7"",""E"","""","""","""",""M"","""",""M"""
"2015-01-17,""2015"",""01"",""17"",""†"",""-3.6"",""E"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2015-01-18,""2015"",""01"",""18"",""†"",""4.0"","""",""-1.4"","""",""1.3"","""",""16.7"","""",""0.0"","""","""",""M"","""",""M"",""2.8"","""","""","""",""32"","""",""35"","""""
"2015-01-19,""2015"",""01"",""19"",""†"",""-1.4"","""",""-15.9"","""",""-8.7"","""",""26.7"","""",""0.0"","""","""",""M"","""",""M"",""0.4"","""","""","""",""29"","""",""48"","""""
"2015-01-20,""2015"",""01"",""20"",""†"",""-9.0"","""",""-23.3"","""",""-16.2"","""",""34.2"","""",""0.0"","""","""",""M"","""",""M"",""0.4"","""","""","""","""","""",""<31"","""""
"2015-01-21,""2015"",""01"",""21"",""†"",""-7.9"","""",""-23.8"","""",""-15.9"","""",""33.9"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2015-01-22,""2015"",""01"",""22"",""†"",""-3.6"","""",""-19.4"","""",""-11.5"","""",""29.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2015-01-23,""2015"",""01"",""23"",""†"",""1.3"","""",""-11.0"","""",""-4.9"","""",""22.9"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""22"","""",""41"","""""
"2015-01-24,""2015"",""01"",""24"",""†"",""0.1"","""",""-9.5"","""",""-4.7"","""",""22.7"","""",""0.0"","""","""",""M"","""",""M"",""1.4"","""","""","""",""30"","""",""48"","""""
"2015-01-25,""2015"",""01"",""25"",""†"",""-9.6"","""",""-18.5"","""",""-14.1"","""",""32.1"","""",""0.0"","""","""",""M"","""",""M"",""0.5"","""","""","""",""31"","""",""43"","""""
"2015-01-26,""2015"",""01"",""26"",""†"",""-10.4"","""",""-21.9"","""",""-16.2"","""",""34.2"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2015-01-27,""2015"",""01"",""27"",""†"",""-8.7"","""",""-16.2"","""",""-12.5"","""",""30.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2015-01-28,""2015"",""01"",""28"",""†"",""-3.9"","""",""-21.0"","""",""-12.5"","""",""30.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2015-01-29,""2015"",""01"",""29"",""†"",""-2.6"","""",""-11.5"","""",""-7.1"","""",""25.1"","""",""0.0"","""","""",""M"","""",""M"",""4.5"","""","""","""",""33"","""",""35"","""""
"2015-01-30,""2015"",""01"",""30"",""†"",""-4.2"","""",""-22.6"","""",""-13.4"","""",""31.4"","""",""0.0"","""","""",""M"","""",""M"",""0.6"","""","""","""",""32"","""",""46"","""""
"2015-01-31,""2015"",""01"",""31"",""†"",""-3.6"","""",""-25.5"","""",""-14.6"","""",""32.6"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""32"","""",""35"","""""
"2015-02-01,""2015"",""02"",""01"",""†"",""-6.2"","""",""-18.0"","""",""-12.1"","""",""30.1"","""",""0.0"","""","""",""M"","""",""M"",""1.3"","""","""","""",""3"","""",""35"","""""
"2015-02-02,""2015"",""02"",""02"",""†"",""-13.0"","""",""-21.4"","""",""-17.2"","""",""35.2"","""",""0.0"","""","""",""M"","""",""M"",""3.8"","""","""","""",""4"","""",""39"","""""
"2015-02-03,""2015"",""02"",""03"",""†"",""-5.9"","""",""-20.2"","""",""-13.1"","""",""31.1"","""",""0.0"","""","""",""M"","""",""M"",""0.3"","""","""","""",""25"","""",""37"","""""
"2015-02-04,""2015"",""02"",""04"",""†"",""-4.1"","""",""-12.9"","""",""-8.5"","""",""26.5"","""",""0.0"","""","""",""M"","""",""M"",""1.9"","""","""","""",""32"","""",""32"","""""
"2015-02-05,""2015"",""02"",""05"",""†"",""-12.4"","""",""-21.2"","""",""-16.8"","""",""34.8"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""",""33"","""",""37"","""""
"2015-02-06,""2015"",""02"",""06"",""†"",""-4.5"","""",""-15.1"","""",""-9.8"","""",""27.8"","""",""0.0"","""","""",""M"","""",""M"",""2.3"","""","""","""",""29"","""",""44"","""""
"2015-02-07,""2015"",""02"",""07"",""†"",""-6.3"","""",""-11.9"","""",""-9.1"","""",""27.1"","""",""0.0"","""","""",""M"","""",""M"",""9.8"","""","""","""",""9"","""",""37"","""""
"2015-02-08,""2015"",""02"",""08"",""†"",""-11.9"","""",""-14.6"","""",""-13.3"","""",""31.3"","""",""0.0"","""","""",""M"","""",""M"",""2.4"","""","""","""",""8"","""",""37"","""""
"2015-02-09,""2015"",""02"",""09"",""†"",""-11.0"","""",""-15.9"","""",""-13.5"","""",""31.5"","""",""0.0"","""","""",""M"","""",""M"",""0.8"","""","""","""","""","""",""<31"","""""
