"2014-09-29,""2014"",""09"",""29"",""†"",""23.2"","""",""7.8"","""",""15.5"","""",""2.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-09-30,""2014"",""09"",""30"",""†"",""19.9"","""",""13.1"","""",""16.5"","""",""1.5"","""",""0.0"","""","""",""M"","""",""M"",""0.7"","""","""","""","""","""",""<31"","""""
"2014-10-01,""2014"",""10"",""01"",""†"",""16.2"","""",""10.9"","""",""13.6"","""",""4.4"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-10-02,""2014"",""10"",""02"",""†"",""18.1"","""",""13.5"","""",""15.8"","""",""2.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-10-03,""2014"",""10"",""03"",""†"",""21.6"","""",""13.2"","""",""17.4"","""",""0.6"","""",""0.0"","""","""",""M"","""",""M"",""7.9"","""","""","""",""16"","""",""44"","""""
"2014-10-04,""2014"",""10"",""04"",""†"",""13.3"","""",""3.2"","""",""8.3"","""",""9.7"","""",""0.0"","""","""",""M"","""",""M"",""6.8"","""","""","""",""22"","""",""41"","""""
"2014-10-05,""2014"",""10"",""05"",""†"",""10.9"","""",""2.4"","""",""6.7"","""",""11.3"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""22"","""",""35"","""""
"2014-10-06,""2014"",""10"",""06"",""†"",""16.4"","""",""7.6"","""",""12.0"","""",""6.0"","""",""0.0"","""","""",""M"","""",""M"",""2.4"","""","""","""",""17"","""",""39"","""""
"2014-10-07,""2014"",""10"",""07"",""†"",""17.4"","""",""8.4"","""",""12.9"","""",""5.1"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""18"","""",""39"","""""
"2014-10-08,""2014"",""10"",""08"",""†"",""11.8"","""",""3.4"","""",""7.6"","""",""10.4"","""",""0.0"","""","""",""M"","""",""M"",""4.5"","""","""","""",""29"","""",""59"","""""
"2014-10-09,""2014"",""10"",""09"",""†"",""11.1"","""",""1.8"","""",""6.5"","""",""11.5"","""",""0.0"","""","""",""M"","""",""M"",""1.7"","""","""","""",""28"","""",""57"","""""
"2014-10-10,""2014"",""10"",""10"",""†"",""10.1"","""",""1.5"","""",""5.8"","""",""12.2"","""",""0.0"","""","""",""M"","""",""M"",""1.7"","""","""","""",""30"","""",""32"","""""
"2014-10-11,""2014"",""10"",""11"",""†"",""11.7"","""",""-0.6"","""",""5.6"","""",""12.4"","""",""0.0"","""","""",""M"","""",""M"",""2.0"","""","""","""",""30"","""",""35"","""""
"2014-10-12,""2014"",""10"",""12"",""†"",""12.8"","""",""-1.9"","""",""5.5"","""",""12.5"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-10-13,""2014"",""10"",""13"",""†"",""15.0"","""",""5.4"","""",""10.2"","""",""7.8"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""16"","""",""33"","""""
"2014-10-14,""2014"",""10"",""14"",""†"",""21.1"","""",""14.2"","""",""17.7"","""",""0.3"","""",""0.0"","""","""",""M"","""",""M"",""2.3"","""","""","""",""16"","""",""41"","""""
"2014-10-15,""2014"",""10"",""15"",""†"",""17.6"","""",""12.9"","""",""15.3"","""",""2.7"","""",""0.0"","""","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-10-16,""2014"",""10"",""16"",""†"",""15.4"","""",""10.9"","""",""13.2"","""",""4.8"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""35"","""""
"2014-10-17,""2014"",""10"",""17"",""†"",""15.8"","""",""10.4"","""",""13.1"","""",""4.9"","""",""0.0"","""","""",""M"","""",""M"",""1.2"","""","""","""",""21"","""",""32"","""""
"2014-10-18,""2014"",""10"",""18"",""†"",""10.4"","""",""1.8"","""",""6.1"","""",""11.9"","""",""0.0"","""","""",""M"","""",""M"",""0.6"","""","""","""",""31"","""",""48"","""""
"2014-10-19,""2014"",""10"",""19"",""†"",""7.2"","""",""0.3"","""",""3.8"","""",""14.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""33"","""""
"2014-10-20,""2014"",""10"",""20"",""†"",""8.9"","""",""3.6"","""",""6.3"","""",""11.7"","""",""0.0"","""","""",""M"","""",""M"",""11.2"","""","""","""","""","""",""<31"","""""
"2014-10-21,""2014"",""10"",""21"",""†"",""9.0"","""",""3.2"","""",""6.1"","""",""11.9"","""",""0.0"","""","""",""M"","""",""M"",""3.2"","""","""","""",""3"","""",""39"","""""
"2014-10-22,""2014"",""10"",""22"",""†"",""12.5"","""",""0.5"","""",""6.5"","""",""11.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-10-23,""2014"",""10"",""23"",""†"",""14.4"","""",""0.4"","""",""7.4"","""",""10.6"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-10-24,""2014"",""10"",""24"",""†"",""13.0"","""",""-0.1"","""",""6.5"","""",""11.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-10-25,""2014"",""10"",""25"",""†"",""14.6"","""",""6.5"","""",""10.6"","""",""7.4"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""67"","""""
"2014-10-26,""2014"",""10"",""26"",""†"",""9.9"","""",""5.3"","""",""7.6"","""",""10.4"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""",""30"","""",""59"","""""
"2014-10-27,""2014"",""10"",""27"",""†"",""10.1"","""",""-2.2"","""",""4.0"","""",""14.0"","""",""0.0"","""","""",""M"","""",""M"",""1.8"","""","""","""","""","""",""<31"","""""
"2014-10-28,""2014"",""10"",""28"",""†"",""17.9"","""",""7.4"","""",""12.7"","""",""5.3"","""",""0.0"","""","""",""M"","""",""M"",""3.9"","""","""","""",""31"","""",""50"","""""
"2014-10-29,""2014"",""10"",""29"",""†"",""9.9"","""",""2.0"","""",""6.0"","""",""12.0"","""",""0.0"","""","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-10-30,""2014"",""10"",""30"",""†"",""6.8"","""",""-1.4"","""",""2.7"","""",""15.3"","""",""0.0"","""","""",""M"","""",""M"",""0.4"","""","""","""","""","""",""<31"","""""
"2014-10-31,""2014"",""10"",""31"",""†"",""4.6"","""",""-0.1"","""",""2.3"","""",""15.7"","""",""0.0"","""","""",""M"","""",""M"",""16.2"","""","""","""",""4"","""",""37"","""""
"2014-11-01,""2014"",""11"",""01"",""†"",""2.0"","""",""-3.0"","""",""-0.5"","""",""18.5"","""",""0.0"","""","""",""M"","""",""M"",""0.7"","""","""","""",""2"","""",""37"","""""
"2014-11-02,""2014"",""11"",""02"",""†"",""5.7"","""",""-4.1"","""",""0.8"","""",""17.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""37"","""""
"2014-11-03,""2014"",""11"",""03"",""†"",""11.2"","""",""-1.1"","""",""5.1"","""",""12.9"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-11-04,""2014"",""11"",""04"",""†"",""12.0"","""",""6.5"","""",""9.3"","""",""8.7"","""",""0.0"","""","""",""M"","""",""M"",""4.1"","""","""","""",""26"","""",""46"","""""
"2014-11-05,""2014"",""11"",""05"",""†"",""7.2"","""",""1.4"","""",""4.3"","""",""13.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""28"","""",""41"","""""
"2014-11-06,""2014"",""11"",""06"",""†"",""6.6"","""",""0.6"","""",""3.6"","""",""14.4"","""",""0.0"","""","""",""M"","""",""M"",""9.9"","""","""","""","""","""",""<31"","""""
"2014-11-07,""2014"",""11"",""07"",""†"",""1.0"","""",""-2.9"","""",""-1.0"","""",""19.0"","""",""0.0"","""","""",""M"","""",""M"",""1.3"","""","""","""",""35"","""",""39"","""""
"2014-11-08,""2014"",""11"",""08"",""†"",""3.7"","""",""-2.7"","""",""0.5"","""",""17.5"","""",""0.0"","""","""",""M"","""",""M"",""4.6"","""","""","""",""28"","""",""44"","""""
"2014-11-09,""2014"",""11"",""09"",""†"",""4.5"","""",""-1.0"","""",""1.8"","""",""16.2"","""",""0.0"","""","""",""M"","""",""M"",""0.7"","""","""","""",""28"","""",""39"","""""
"2014-11-10,""2014"",""11"",""10"",""†"",""7.4"","""",""0.7"","""",""4.1"","""",""13.9"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-11-11,""2014"",""11"",""11"",""†"",""24.0"","""",""3.5"","""",""13.8"","""",""4.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""46"","""""
"2014-11-12,""2014"",""11"",""12"",""†"",""7.5"","""",""-0.8"","""",""3.4"","""",""14.6"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""",""25"","""",""50"","""""
"2014-11-13,""2014"",""11"",""13"",""†"",""3.3"","""",""-3.6"","""",""-0.2"","""",""18.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""28"","""",""37"","""""
"2014-11-14,""2014"",""11"",""14"",""†"",""11.9"","""",""-7.9"","""",""2.0"","""",""16.0"","""",""0.0"","""","""",""M"","""",""M"",""3.4"","""","""","""","""","""",""<31"","""""
"2014-11-15,""2014"",""11"",""15"",""†"",""2.9"","""",""-5.8"","""",""-1.5"","""",""19.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""26"","""",""32"","""""
"2014-11-16,""2014"",""11"",""16"",""†"",""4.3"","""",""-1.6"","""",""1.4"","""",""16.6"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-11-17,""2014"",""11"",""17"",""†"",""5.9"","""",""-2.4"","""",""1.8"","""",""16.2"","""",""0.0"","""","""",""M"","""",""M"",""9.2"","""","""","""",""25"","""",""48"","""""
"2014-11-18,""2014"",""11"",""18"",""†"",""15.2"","""",""-6.6"","""",""4.3"","""",""13.7"","""",""0.0"","""","""",""M"","""",""M"",""9.7"","""","""","""",""24"","""",""65"","""""
"2014-11-19,""2014"",""11"",""19"",""†"","""",""M"",""-7.6"",""E"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-11-20,""2014"",""11"",""20"",""†"",""1.8"","""",""-6.5"","""",""-2.4"","""",""20.4"","""",""0.0"","""","""",""M"","""",""M"",""0.7"","""","""","""",""25"","""",""57"","""""
"2014-11-21,""2014"",""11"",""21"",""†"",""1.6"","""",""-13.5"","""",""-6.0"","""",""24.0"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""",""26"","""",""41"","""""
"2014-11-22,""2014"",""11"",""22"",""†"",""10.0"","""",""-5.4"","""",""2.3"","""",""15.7"","""",""0.0"","""","""",""M"","""",""M"",""0.6"","""","""","""",""23"","""",""39"","""""
"2014-11-23,""2014"",""11"",""23"",""†"",""17.6"","""",""5.0"","""",""11.3"","""",""6.7"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""","""","""","""","""",""<31"","""""
"2014-11-24,""2014"",""11"",""24"",""†"",""14.5"","""",""3.2"","""",""8.9"","""",""9.1"","""",""0.0"","""","""",""M"","""",""M"",""15.7"","""","""","""",""23"","""",""74"","""""
"2014-11-25,""2014"",""11"",""25"",""†"",""3.8"","""",""-0.2"","""",""1.8"","""",""16.2"","""",""0.0"","""","""",""M"","""",""M"",""1.1"","""","""","""",""23"","""",""54"","""""
"2014-11-26,""2014"",""11"",""26"",""†"",""5.9"","""",""-1.3"","""",""2.3"","""",""15.7"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-11-27,""2014"",""11"",""27"",""†"",""7.5"","""",""-3.2"","""",""2.2"","""",""15.8"","""",""0.0"","""","""",""M"","""",""M"",""2.6"","""",""0"",""T"",""31"","""",""33"","""""
"2014-11-28,""2014"",""11"",""28"",""†"","""",""M"",""-1.1"",""E"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"",""1.2"","""","""","""",""28"","""",""44"","""""
"2014-11-29,""2014"",""11"",""29"",""†"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"",""0.0"","""","""","""",""16"","""",""37"","""""
"2014-11-30,""2014"",""11"",""30"",""†"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"",""0.5"","""","""","""",""24"","""",""35"","""""
"2014-12-01,""2014"",""12"",""01"",""†"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"",""0.5"","""",""0"",""T"",""30"","""",""57"","""""
"2014-12-02,""2014"",""12"",""02"",""†"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"",""0.2"","""",""0"",""T"",""11"","""",""39"","""""
"2014-12-03,""2014"",""12"",""03"",""†"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"",""0.5"","""","""","""",""31"","""",""54"","""""
"2014-12-04,""2014"",""12"",""04"",""†"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""","""",""30"","""",""48"","""""
"2014-12-05,""2014"",""12"",""05"",""†"",""0.7"","""",""-5.1"","""",""-2.2"","""",""20.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-12-06,""2014"",""12"",""06"",""†"",""3.2"","""",""-5.5"","""",""-1.2"","""",""19.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""34"","""",""33"","""""
"2014-12-07,""2014"",""12"",""07"",""†"",""-3.6"","""",""-10.0"","""",""-6.8"","""",""24.8"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-12-08,""2014"",""12"",""08"",""†"",""1.0"","""",""-6.3"","""",""-2.7"","""",""20.7"","""",""0.0"","""","""",""M"","""",""M"","""",""M"","""","""",""14"","""",""37"","""""
"2014-12-09,""2014"",""12"",""09"",""†"",""1.8"","""",""-2.4"","""",""-0.3"","""",""18.3"","""",""0.0"","""","""",""M"","""",""M"",""0.4"","""","""","""",""1"","""",""39"","""""
"2014-12-10,""2014"",""12"",""10"",""†"",""-2.4"","""",""-7.7"","""",""-5.1"","""",""23.1"","""",""0.0"","""","""",""M"","""",""M"",""0.3"","""","""","""",""34"","""",""43"","""""
"2014-12-11,""2014"",""12"",""11"",""†"",""-5.0"","""",""-7.8"","""",""-6.4"","""",""24.4"","""",""0.0"","""","""",""M"","""",""M"",""14.0"","""","""","""",""33"","""",""39"","""""
"2014-12-12,""2014"",""12"",""12"",""†"",""-0.3"","""",""-6.6"","""",""-3.5"","""",""21.5"","""",""0.0"","""","""",""M"","""",""M"",""0.4"","""","""","""",""30"","""",""37"","""""
"2014-12-13,""2014"",""12"",""13"",""†"",""1.2"","""",""-1.5"","""",""-0.2"","""",""18.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""29"","""",""32"","""""
"2014-12-14,""2014"",""12"",""14"",""†"",""1.6"","""",""-0.2"","""",""0.7"","""",""17.3"","""",""0.0"","""","""",""M"","""",""M"",""0.4"","""","""","""",""30"","""",""35"","""""
"2014-12-15,""2014"",""12"",""15"",""†"",""1.7"","""",""-0.4"","""",""0.7"","""",""17.3"","""",""0.0"","""","""",""M"","""",""M"",""0.6"","""","""","""","""","""",""<31"","""""
"2014-12-16,""2014"",""12"",""16"",""†"",""1.2"","""",""0.2"","""",""0.7"","""",""17.3"","""",""0.0"","""","""",""M"","""",""M"",""6.8"","""","""","""",""12"","""",""35"","""""
"2014-12-17,""2014"",""12"",""17"",""†"",""2.1"","""",""-2.2"","""",""-0.1"","""",""18.1"","""",""0.0"","""","""",""M"","""",""M"",""3.3"","""","""","""",""28"","""",""35"","""""
"2014-12-18,""2014"",""12"",""18"",""†"",""-2.2"","""",""-7.3"","""",""-4.8"","""",""22.8"","""",""0.0"","""","""",""M"","""",""M"",""0.4"","""","""","""",""30"","""",""33"","""""
"2014-12-19,""2014"",""12"",""19"",""†"",""-4.8"","""",""-11.7"","""",""-8.3"","""",""26.3"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-12-20,""2014"",""12"",""20"",""†"",""-0.7"","""",""-12.9"","""",""-6.8"","""",""24.8"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-12-21,""2014"",""12"",""21"",""†"",""0.7"","""",""-3.6"","""",""-1.5"","""",""19.5"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""","""","""",""<31"","""""
"2014-12-22,""2014"",""12"",""22"",""†"",""-1.1"",""E"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-12-23,""2014"",""12"",""23"",""†"",""3.0"","""",""-2.1"","""",""0.5"","""",""17.5"","""",""0.0"","""","""",""M"","""",""M"",""0.8"","""","""","""",""10"","""",""32"","""""
"2014-12-24,""2014"",""12"",""24"",""†"",""9.1"","""",""2.4"","""",""5.8"","""",""12.2"","""",""0.0"","""","""",""M"","""",""M"",""22.9"","""","""","""",""20"","""",""56"","""""
"2014-12-25,""2014"",""12"",""25"",""†"",""5.8"","""",""1.6"","""",""3.7"","""",""14.3"","""",""0.0"","""","""",""M"","""",""M"",""0.2"","""",""0"",""T"",""28"","""",""63"","""""
"2014-12-26,""2014"",""12"",""26"",""†"",""4.2"","""",""1.5"","""",""2.9"","""",""15.1"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""",""0"",""T"","""","""",""<31"","""""
"2014-12-27,""2014"",""12"",""27"",""†"",""8.1"","""",""1.5"","""",""4.8"","""",""13.2"","""",""0.0"","""","""",""M"","""",""M"",""0.0"","""","""","""",""28"","""",""59"","""""
"2014-12-28,""2014"",""12"",""28"",""†"",""3.6"","""",""-3.2"","""",""0.2"","""",""17.8"","""",""0.0"","""","""",""M"","""",""M"",""0.6"","""",""0"",""T"",""29"","""",""48"","""""
"2014-12-29,""2014"",""12"",""29"",""†"",""-3.1"","""",""-9.4"","""",""-6.3"","""",""24.3"","""",""0.0"","""","""",""M"","""",""M"","""",""M"","""","""","""","""",""<31"","""""
"2014-12-30,""2014"",""12"",""30"",""†"",""-6.9"","""",""-15.4"","""",""-11.2"","""",""29.2"","""",""0.0"","""","""",""M"","""",""M"",""2.0"","""","""","""",""26"","""",""35"","""""
"2014-12-31,""2014"",""12"",""31"",""†"",""-8.1"","""",""-12.6"","""",""-10.4"","""",""28.4"","""",""0.0"","""","""",""M"","""",""M"",""6.5"","""","""","""",""24"","""",""41"","""""
